id	chrom	len	cumlen
scaffold_group002	Scaffold_48__1_contigs__length_49440	49441	1020888615
scaffold_group002	Scaffold_49__1_contigs__length_49304	49305	1020937920
scaffold_group002	Scaffold_50__1_contigs__length_45604	45605	1020983525
scaffold_group002	Scaffold_51__1_contigs__length_41917	41918	1021025443
scaffold_group002	Scaffold_52__1_contigs__length_41914	41915	1021067358
scaffold_group002	Scaffold_53__1_contigs__length_39933	39934	1021107292
scaffold_group002	Scaffold_54__1_contigs__length_37642	37643	1021144935
scaffold_group002	Scaffold_55__1_contigs__length_36716	36717	1021181652
scaffold_group002	Scaffold_56__1_contigs__length_36313	36314	1021217966
scaffold_group002	Scaffold_57__1_contigs__length_36312	36313	1021254279
scaffold_group002	Scaffold_58__1_contigs__length_36054	36055	1021290334
scaffold_group002	Scaffold_59__1_contigs__length_35593	35594	1021325928
scaffold_group002	Scaffold_60__1_contigs__length_35488	35489	1021361417
scaffold_group002	Scaffold_61__1_contigs__length_35177	35178	1021396595
scaffold_group002	Scaffold_62__1_contigs__length_34951	34952	1021431547
scaffold_group002	Scaffold_63__1_contigs__length_34484	34485	1021466032
scaffold_group002	Scaffold_64__1_contigs__length_34483	34484	1021500516
scaffold_group002	Scaffold_65__1_contigs__length_34125	34126	1021534642
scaffold_group002	Scaffold_66__1_contigs__length_33415	33416	1021568058
scaffold_group002	Scaffold_67__1_contigs__length_33312	33313	1021601371
scaffold_group002	Scaffold_68__1_contigs__length_33307	33308	1021634679
scaffold_group002	Scaffold_69__1_contigs__length_33199	33200	1021667879
scaffold_group002	Scaffold_70__1_contigs__length_33197	33198	1021701077
scaffold_group003	Scaffold_71__1_contigs__length_32683	32684	1021733761
scaffold_group003	Scaffold_72__1_contigs__length_32679	32680	1021766441
scaffold_group003	Scaffold_73__1_contigs__length_32565	32566	1021799007
scaffold_group003	Scaffold_74__1_contigs__length_32130	32131	1021831138
scaffold_group003	Scaffold_75__1_contigs__length_32089	32090	1021863228
scaffold_group003	Scaffold_76__1_contigs__length_31588	31589	1021894817
scaffold_group003	Scaffold_77__1_contigs__length_29597	29598	1021924415
scaffold_group003	Scaffold_78__1_contigs__length_28406	28407	1021952822
scaffold_group003	Scaffold_79__1_contigs__length_27807	27808	1021980630
scaffold_group003	Scaffold_80__1_contigs__length_27141	27142	1022007772
scaffold_group003	Scaffold_81__1_contigs__length_26279	26280	1022034052
scaffold_group003	Scaffold_82__1_contigs__length_26278	26279	1022060331
scaffold_group003	Scaffold_83__1_contigs__length_25901	25902	1022086233
scaffold_group003	Scaffold_84__1_contigs__length_25667	25668	1022111901
scaffold_group003	Scaffold_85__1_contigs__length_25626	25627	1022137528
scaffold_group003	Scaffold_86__1_contigs__length_25615	25616	1022163144
scaffold_group003	Scaffold_87__1_contigs__length_25613	25614	1022188758
scaffold_group003	Scaffold_88__1_contigs__length_25580	25581	1022214339
scaffold_group003	Scaffold_89__1_contigs__length_25564	25565	1022239904
scaffold_group003	Scaffold_90__1_contigs__length_25544	25545	1022265449
scaffold_group003	Scaffold_91__1_contigs__length_25538	25539	1022290988
scaffold_group003	Scaffold_92__1_contigs__length_25269	25270	1022316258
scaffold_group003	Scaffold_93__1_contigs__length_25086	25087	1022341345
scaffold_group003	Scaffold_94__1_contigs__length_25069	25070	1022366415
scaffold_group003	Scaffold_95__1_contigs__length_24691	24692	1022391107
scaffold_group003	Scaffold_96__1_contigs__length_24502	24503	1022415610
scaffold_group003	Scaffold_97__1_contigs__length_24405	24406	1022440016
scaffold_group003	Scaffold_98__1_contigs__length_24331	24332	1022464348
scaffold_group003	Scaffold_99__1_contigs__length_24159	24160	1022488508
scaffold_group003	Scaffold_100__1_contigs__length_23913	23914	1022512422
scaffold_group004	Scaffold_101__1_contigs__length_23831	23832	1022536254
scaffold_group004	Scaffold_102__1_contigs__length_23521	23522	1022559776
scaffold_group004	Scaffold_103__1_contigs__length_23461	23462	1022583238
scaffold_group004	Scaffold_104__1_contigs__length_22996	22997	1022606235
scaffold_group004	Scaffold_105__1_contigs__length_22817	22818	1022629053
scaffold_group004	Scaffold_106__1_contigs__length_22804	22805	1022651858
scaffold_group004	Scaffold_107__1_contigs__length_22796	22797	1022674655
scaffold_group004	Scaffold_108__1_contigs__length_22726	22727	1022697382
scaffold_group004	Scaffold_109__1_contigs__length_22504	22505	1022719887
scaffold_group004	Scaffold_110__1_contigs__length_22484	22485	1022742372
scaffold_group004	Scaffold_111__1_contigs__length_22462	22463	1022764835
scaffold_group004	Scaffold_112__1_contigs__length_22456	22457	1022787292
scaffold_group004	Scaffold_113__1_contigs__length_22314	22315	1022809607
scaffold_group004	Scaffold_114__1_contigs__length_22003	22004	1022831611
scaffold_group004	Scaffold_115__1_contigs__length_22000	22001	1022853612
scaffold_group004	Scaffold_116__1_contigs__length_21942	21943	1022875555
scaffold_group004	Scaffold_117__1_contigs__length_21900	21901	1022897456
scaffold_group004	Scaffold_118__1_contigs__length_21467	21468	1022918924
scaffold_group004	Scaffold_119__1_contigs__length_21452	21453	1022940377
scaffold_group004	Scaffold_120__1_contigs__length_20893	20894	1022961271
scaffold_group004	Scaffold_121__1_contigs__length_20656	20657	1022981928
scaffold_group004	Scaffold_122__1_contigs__length_20635	20636	1023002564
scaffold_group004	Scaffold_123__1_contigs__length_20570	20571	1023023135
scaffold_group004	Scaffold_124__1_contigs__length_20460	20461	1023043596
scaffold_group004	Scaffold_125__1_contigs__length_20297	20298	1023063894
scaffold_group004	Scaffold_126__1_contigs__length_20146	20147	1023084041
scaffold_group004	Scaffold_127__1_contigs__length_20109	20110	1023104151
scaffold_group004	Scaffold_128__1_contigs__length_20018	20019	1023124170
scaffold_group004	Scaffold_129__1_contigs__length_19863	19864	1023144034
scaffold_group004	Scaffold_130__1_contigs__length_19798	19799	1023163833
scaffold_group005	Scaffold_131__1_contigs__length_19738	19739	1023183572
scaffold_group005	Scaffold_132__1_contigs__length_19575	19576	1023203148
scaffold_group005	Scaffold_133__1_contigs__length_19554	19555	1023222703
scaffold_group005	Scaffold_134__1_contigs__length_19197	19198	1023241901
scaffold_group005	Scaffold_135__1_contigs__length_19058	19059	1023260960
scaffold_group005	Scaffold_136__1_contigs__length_18955	18956	1023279916
scaffold_group005	Scaffold_137__1_contigs__length_18894	18895	1023298811
scaffold_group005	Scaffold_138__1_contigs__length_18834	18835	1023317646
scaffold_group005	Scaffold_139__1_contigs__length_18766	18767	1023336413
scaffold_group005	Scaffold_140__1_contigs__length_18725	18726	1023355139
scaffold_group005	Scaffold_141__1_contigs__length_18722	18723	1023373862
scaffold_group005	Scaffold_142__1_contigs__length_18661	18662	1023392524
scaffold_group005	Scaffold_143__1_contigs__length_18628	18629	1023411153
scaffold_group005	Scaffold_144__1_contigs__length_18623	18624	1023429777
scaffold_group005	Scaffold_145__1_contigs__length_18606	18607	1023448384
scaffold_group005	Scaffold_146__1_contigs__length_18548	18549	1023466933
scaffold_group005	Scaffold_147__1_contigs__length_18541	18542	1023485475
scaffold_group005	Scaffold_148__1_contigs__length_18525	18526	1023504001
scaffold_group005	Scaffold_149__1_contigs__length_18482	18483	1023522484
scaffold_group005	Scaffold_150__1_contigs__length_18417	18418	1023540902
scaffold_group005	Scaffold_151__1_contigs__length_18171	18172	1023559074
scaffold_group005	Scaffold_152__1_contigs__length_18048	18049	1023577123
scaffold_group005	Scaffold_153__1_contigs__length_18046	18047	1023595170
scaffold_group005	Scaffold_154__1_contigs__length_17912	17913	1023613083
scaffold_group005	Scaffold_155__1_contigs__length_17885	17886	1023630969
scaffold_group005	Scaffold_156__1_contigs__length_17875	17876	1023648845
scaffold_group005	Scaffold_157__1_contigs__length_17824	17825	1023666670
scaffold_group005	Scaffold_158__1_contigs__length_17710	17711	1023684381
scaffold_group005	Scaffold_159__1_contigs__length_17603	17604	1023701985
scaffold_group005	Scaffold_160__1_contigs__length_17389	17390	1023719375
scaffold_group006	Scaffold_161__1_contigs__length_17376	17377	1023736752
scaffold_group006	Scaffold_162__1_contigs__length_17091	17092	1023753844
scaffold_group006	Scaffold_163__1_contigs__length_17056	17057	1023770901
scaffold_group006	Scaffold_164__1_contigs__length_17008	17009	1023787910
scaffold_group006	Scaffold_165__1_contigs__length_16945	16946	1023804856
scaffold_group006	Scaffold_166__1_contigs__length_16924	16925	1023821781
scaffold_group006	Scaffold_167__1_contigs__length_16844	16845	1023838626
scaffold_group006	Scaffold_168__1_contigs__length_16775	16776	1023855402
scaffold_group006	Scaffold_169__1_contigs__length_16524	16525	1023871927
scaffold_group006	Scaffold_170__1_contigs__length_16520	16521	1023888448
scaffold_group006	Scaffold_171__1_contigs__length_16462	16463	1023904911
scaffold_group006	Scaffold_172__1_contigs__length_16371	16372	1023921283
scaffold_group006	Scaffold_173__1_contigs__length_16148	16149	1023937432
scaffold_group006	Scaffold_174__1_contigs__length_16140	16141	1023953573
scaffold_group006	Scaffold_175__1_contigs__length_16119	16120	1023969693
scaffold_group006	Scaffold_176__1_contigs__length_16105	16106	1023985799
scaffold_group006	Scaffold_177__1_contigs__length_15916	15917	1024001716
scaffold_group006	Scaffold_178__1_contigs__length_15908	15909	1024017625
scaffold_group006	Scaffold_179__1_contigs__length_15904	15905	1024033530
scaffold_group006	Scaffold_180__1_contigs__length_15903	15904	1024049434
scaffold_group006	Scaffold_181__1_contigs__length_15861	15862	1024065296
scaffold_group006	Scaffold_182__1_contigs__length_15770	15771	1024081067
scaffold_group006	Scaffold_183__1_contigs__length_15770	15771	1024096838
scaffold_group006	Scaffold_184__1_contigs__length_15757	15758	1024112596
scaffold_group006	Scaffold_185__1_contigs__length_15722	15723	1024128319
scaffold_group006	Scaffold_186__1_contigs__length_15527	15528	1024143847
scaffold_group006	Scaffold_187__1_contigs__length_15430	15431	1024159278
scaffold_group006	Scaffold_188__1_contigs__length_15420	15421	1024174699
scaffold_group006	Scaffold_189__1_contigs__length_15420	15421	1024190120
scaffold_group006	Scaffold_190__1_contigs__length_15382	15383	1024205503
scaffold_group007	Scaffold_191__1_contigs__length_15259	15260	1024220763
scaffold_group007	Scaffold_192__1_contigs__length_15237	15238	1024236001
scaffold_group007	Scaffold_193__1_contigs__length_15227	15228	1024251229
scaffold_group007	Scaffold_194__1_contigs__length_14930	14931	1024266160
scaffold_group007	Scaffold_195__1_contigs__length_14930	14931	1024281091
scaffold_group007	Scaffold_196__1_contigs__length_14860	14861	1024295952
scaffold_group007	Scaffold_197__1_contigs__length_14856	14857	1024310809
scaffold_group007	Scaffold_198__1_contigs__length_14809	14810	1024325619
scaffold_group007	Scaffold_199__1_contigs__length_14734	14735	1024340354
scaffold_group007	Scaffold_200__1_contigs__length_14731	14732	1024355086
scaffold_group007	Scaffold_201__1_contigs__length_14730	14731	1024369817
scaffold_group007	Scaffold_202__1_contigs__length_14729	14730	1024384547
scaffold_group007	Scaffold_203__1_contigs__length_14641	14642	1024399189
scaffold_group007	Scaffold_204__1_contigs__length_14504	14505	1024413694
scaffold_group007	Scaffold_205__1_contigs__length_14497	14498	1024428192
scaffold_group007	Scaffold_206__1_contigs__length_14486	14487	1024442679
scaffold_group007	Scaffold_207__1_contigs__length_14414	14415	1024457094
scaffold_group007	Scaffold_208__1_contigs__length_14391	14392	1024471486
scaffold_group007	Scaffold_209__1_contigs__length_14385	14386	1024485872
scaffold_group007	Scaffold_210__1_contigs__length_14349	14350	1024500222
scaffold_group007	Scaffold_211__1_contigs__length_14272	14273	1024514495
scaffold_group007	Scaffold_212__1_contigs__length_14271	14272	1024528767
scaffold_group007	Scaffold_213__1_contigs__length_14261	14262	1024543029
scaffold_group007	Scaffold_214__1_contigs__length_14199	14200	1024557229
scaffold_group007	Scaffold_215__1_contigs__length_14187	14188	1024571417
scaffold_group007	Scaffold_216__1_contigs__length_14182	14183	1024585600
scaffold_group007	Scaffold_217__1_contigs__length_14167	14168	1024599768
scaffold_group007	Scaffold_218__1_contigs__length_14144	14145	1024613913
scaffold_group007	Scaffold_219__1_contigs__length_14127	14128	1024628041
scaffold_group007	Scaffold_220__1_contigs__length_14012	14013	1024642054
scaffold_group008	Scaffold_221__1_contigs__length_13936	13937	1024655991
scaffold_group008	Scaffold_222__1_contigs__length_13913	13914	1024669905
scaffold_group008	Scaffold_223__1_contigs__length_13904	13905	1024683810
scaffold_group008	Scaffold_224__1_contigs__length_13897	13898	1024697708
scaffold_group008	Scaffold_225__1_contigs__length_13870	13871	1024711579
scaffold_group008	Scaffold_226__1_contigs__length_13869	13870	1024725449
scaffold_group008	Scaffold_227__1_contigs__length_13860	13861	1024739310
scaffold_group008	Scaffold_228__1_contigs__length_13853	13854	1024753164
scaffold_group008	Scaffold_229__1_contigs__length_13842	13843	1024767007
scaffold_group008	Scaffold_230__1_contigs__length_13840	13841	1024780848
scaffold_group008	Scaffold_231__1_contigs__length_13825	13826	1024794674
scaffold_group008	Scaffold_232__1_contigs__length_13788	13789	1024808463
scaffold_group008	Scaffold_233__1_contigs__length_13780	13781	1024822244
scaffold_group008	Scaffold_234__1_contigs__length_13774	13775	1024836019
scaffold_group008	Scaffold_235__1_contigs__length_13770	13771	1024849790
scaffold_group008	Scaffold_236__1_contigs__length_13737	13738	1024863528
scaffold_group008	Scaffold_237__1_contigs__length_13718	13719	1024877247
scaffold_group008	Scaffold_238__1_contigs__length_13698	13699	1024890946
scaffold_group008	Scaffold_239__1_contigs__length_13690	13691	1024904637
scaffold_group008	Scaffold_240__1_contigs__length_13675	13676	1024918313
scaffold_group008	Scaffold_241__1_contigs__length_13529	13530	1024931843
scaffold_group008	Scaffold_242__1_contigs__length_13525	13526	1024945369
scaffold_group008	Scaffold_243__1_contigs__length_13432	13433	1024958802
scaffold_group008	Scaffold_244__1_contigs__length_13328	13329	1024972131
scaffold_group008	Scaffold_245__1_contigs__length_13318	13319	1024985450
scaffold_group008	Scaffold_246__1_contigs__length_13215	13216	1024998666
scaffold_group008	Scaffold_247__1_contigs__length_13153	13154	1025011820
scaffold_group008	Scaffold_248__1_contigs__length_13118	13119	1025024939
scaffold_group008	Scaffold_249__1_contigs__length_13095	13096	1025038035
scaffold_group008	Scaffold_250__1_contigs__length_13092	13093	1025051128
scaffold_group009	Scaffold_251__1_contigs__length_13052	13053	1025064181
scaffold_group009	Scaffold_252__1_contigs__length_13015	13016	1025077197
scaffold_group009	Scaffold_253__1_contigs__length_13006	13007	1025090204
scaffold_group009	Scaffold_254__1_contigs__length_12997	12998	1025103202
scaffold_group009	Scaffold_255__1_contigs__length_12985	12986	1025116188
scaffold_group009	Scaffold_256__1_contigs__length_12972	12973	1025129161
scaffold_group009	Scaffold_257__1_contigs__length_12972	12973	1025142134
scaffold_group009	Scaffold_258__1_contigs__length_12924	12925	1025155059
scaffold_group009	Scaffold_259__1_contigs__length_12893	12894	1025167953
scaffold_group009	Scaffold_260__1_contigs__length_12848	12849	1025180802
scaffold_group009	Scaffold_261__1_contigs__length_12843	12844	1025193646
scaffold_group009	Scaffold_262__1_contigs__length_12809	12810	1025206456
scaffold_group009	Scaffold_263__1_contigs__length_12610	12611	1025219067
scaffold_group009	Scaffold_264__1_contigs__length_12582	12583	1025231650
scaffold_group009	Scaffold_265__1_contigs__length_12488	12489	1025244139
scaffold_group009	Scaffold_266__1_contigs__length_12430	12431	1025256570
scaffold_group009	Scaffold_267__1_contigs__length_12396	12397	1025268967
scaffold_group009	Scaffold_268__1_contigs__length_12352	12353	1025281320
scaffold_group009	Scaffold_269__1_contigs__length_12325	12326	1025293646
scaffold_group009	Scaffold_270__1_contigs__length_12319	12320	1025305966
scaffold_group009	Scaffold_271__1_contigs__length_12318	12319	1025318285
scaffold_group009	Scaffold_272__1_contigs__length_12311	12312	1025330597
scaffold_group009	Scaffold_273__1_contigs__length_12290	12291	1025342888
scaffold_group009	Scaffold_274__1_contigs__length_12174	12175	1025355063
scaffold_group009	Scaffold_275__1_contigs__length_12149	12150	1025367213
scaffold_group009	Scaffold_276__1_contigs__length_12148	12149	1025379362
scaffold_group009	Scaffold_277__1_contigs__length_12140	12141	1025391503
scaffold_group009	Scaffold_278__1_contigs__length_12124	12125	1025403628
scaffold_group009	Scaffold_279__1_contigs__length_12104	12105	1025415733
scaffold_group009	Scaffold_280__1_contigs__length_12101	12102	1025427835
scaffold_group010	Scaffold_281__1_contigs__length_12091	12092	1025439927
scaffold_group010	Scaffold_282__1_contigs__length_12060	12061	1025451988
scaffold_group010	Scaffold_283__1_contigs__length_12029	12030	1025464018
scaffold_group010	Scaffold_284__1_contigs__length_12004	12005	1025476023
scaffold_group010	Scaffold_285__1_contigs__length_11999	12000	1025488023
scaffold_group010	Scaffold_286__1_contigs__length_11882	11883	1025499906
scaffold_group010	Scaffold_287__1_contigs__length_11880	11881	1025511787
scaffold_group010	Scaffold_288__1_contigs__length_11880	11881	1025523668
scaffold_group010	Scaffold_289__1_contigs__length_11877	11878	1025535546
scaffold_group010	Scaffold_290__1_contigs__length_11807	11808	1025547354
scaffold_group010	Scaffold_291__1_contigs__length_11795	11796	1025559150
scaffold_group010	Scaffold_292__1_contigs__length_11690	11691	1025570841
scaffold_group010	Scaffold_293__1_contigs__length_11666	11667	1025582508
scaffold_group010	Scaffold_294__1_contigs__length_11613	11614	1025594122
scaffold_group010	Scaffold_295__1_contigs__length_11610	11611	1025605733
scaffold_group010	Scaffold_296__1_contigs__length_11507	11508	1025617241
scaffold_group010	Scaffold_297__1_contigs__length_11443	11444	1025628685
scaffold_group010	Scaffold_298__1_contigs__length_11441	11442	1025640127
scaffold_group010	Scaffold_299__1_contigs__length_11422	11423	1025651550
scaffold_group010	Scaffold_300__1_contigs__length_11362	11363	1025662913
scaffold_group010	Scaffold_301__1_contigs__length_11360	11361	1025674274
scaffold_group010	Scaffold_302__1_contigs__length_11331	11332	1025685606
scaffold_group010	Scaffold_303__1_contigs__length_11279	11280	1025696886
scaffold_group010	Scaffold_304__1_contigs__length_11273	11274	1025708160
scaffold_group010	Scaffold_305__1_contigs__length_11222	11223	1025719383
scaffold_group010	Scaffold_306__1_contigs__length_11221	11222	1025730605
scaffold_group010	Scaffold_307__1_contigs__length_11210	11211	1025741816
scaffold_group010	Scaffold_308__1_contigs__length_11175	11176	1025752992
scaffold_group010	Scaffold_309__1_contigs__length_11164	11165	1025764157
scaffold_group010	Scaffold_310__1_contigs__length_11152	11153	1025775310
scaffold_group011	Scaffold_311__1_contigs__length_11116	11117	1025786427
scaffold_group011	Scaffold_312__1_contigs__length_11027	11028	1025797455
scaffold_group011	Scaffold_313__1_contigs__length_11003	11004	1025808459
scaffold_group011	Scaffold_314__1_contigs__length_10985	10986	1025819445
scaffold_group011	Scaffold_315__1_contigs__length_10958	10959	1025830404
scaffold_group011	Scaffold_316__1_contigs__length_10946	10947	1025841351
scaffold_group011	Scaffold_317__1_contigs__length_10909	10910	1025852261
scaffold_group011	Scaffold_318__1_contigs__length_10900	10901	1025863162
scaffold_group011	Scaffold_319__1_contigs__length_10861	10862	1025874024
scaffold_group011	Scaffold_320__1_contigs__length_10857	10858	1025884882
scaffold_group011	Scaffold_321__1_contigs__length_10686	10687	1025895569
scaffold_group011	Scaffold_322__1_contigs__length_10661	10662	1025906231
scaffold_group011	Scaffold_323__1_contigs__length_10659	10660	1025916891
scaffold_group011	Scaffold_324__1_contigs__length_10652	10653	1025927544
scaffold_group011	Scaffold_325__1_contigs__length_10651	10652	1025938196
scaffold_group011	Scaffold_326__1_contigs__length_10646	10647	1025948843
scaffold_group011	Scaffold_327__1_contigs__length_10637	10638	1025959481
scaffold_group011	Scaffold_328__1_contigs__length_10626	10627	1025970108
scaffold_group011	Scaffold_329__1_contigs__length_10571	10572	1025980680
scaffold_group011	Scaffold_330__1_contigs__length_10550	10551	1025991231
scaffold_group011	Scaffold_331__1_contigs__length_10550	10551	1026001782
scaffold_group011	Scaffold_332__1_contigs__length_10531	10532	1026012314
scaffold_group011	Scaffold_333__1_contigs__length_10513	10514	1026022828
scaffold_group011	Scaffold_334__1_contigs__length_10509	10510	1026033338
scaffold_group011	Scaffold_335__1_contigs__length_10472	10473	1026043811
scaffold_group011	Scaffold_336__1_contigs__length_10459	10460	1026054271
scaffold_group011	Scaffold_337__1_contigs__length_10420	10421	1026064692
scaffold_group011	Scaffold_338__1_contigs__length_10417	10418	1026075110
scaffold_group011	Scaffold_339__1_contigs__length_10413	10414	1026085524
scaffold_group011	Scaffold_340__1_contigs__length_10411	10412	1026095936
scaffold_group012	Scaffold_341__1_contigs__length_10372	10373	1026106309
scaffold_group012	Scaffold_342__1_contigs__length_10371	10372	1026116681
scaffold_group012	Scaffold_343__1_contigs__length_10285	10286	1026126967
scaffold_group012	Scaffold_344__1_contigs__length_10276	10277	1026137244
scaffold_group012	Scaffold_345__1_contigs__length_10211	10212	1026147456
scaffold_group012	Scaffold_346__1_contigs__length_10207	10208	1026157664
scaffold_group012	Scaffold_347__1_contigs__length_10169	10170	1026167834
scaffold_group012	Scaffold_348__1_contigs__length_10164	10165	1026177999
scaffold_group012	Scaffold_349__1_contigs__length_10159	10160	1026188159
scaffold_group012	Scaffold_350__1_contigs__length_10114	10115	1026198274
scaffold_group012	Scaffold_351__1_contigs__length_10106	10107	1026208381
scaffold_group012	Scaffold_352__1_contigs__length_10084	10085	1026218466
scaffold_group012	Scaffold_353__1_contigs__length_10034	10035	1026228501
scaffold_group012	Scaffold_354__1_contigs__length_10012	10013	1026238514
scaffold_group012	Scaffold_355__1_contigs__length_9990	9991	1026248505
scaffold_group012	Scaffold_356__1_contigs__length_9990	9991	1026258496
scaffold_group012	Scaffold_357__1_contigs__length_9980	9981	1026268477
scaffold_group012	Scaffold_358__1_contigs__length_9967	9968	1026278445
scaffold_group012	Scaffold_359__1_contigs__length_9941	9942	1026288387
scaffold_group012	Scaffold_360__1_contigs__length_9932	9933	1026298320
scaffold_group012	Scaffold_361__1_contigs__length_9887	9888	1026308208
scaffold_group012	Scaffold_362__1_contigs__length_9867	9868	1026318076
scaffold_group012	Scaffold_363__1_contigs__length_9861	9862	1026327938
scaffold_group012	Scaffold_364__1_contigs__length_9851	9852	1026337790
scaffold_group012	Scaffold_365__1_contigs__length_9841	9842	1026347632
scaffold_group012	Scaffold_366__1_contigs__length_9841	9842	1026357474
scaffold_group012	Scaffold_367__1_contigs__length_9814	9815	1026367289
scaffold_group012	Scaffold_368__1_contigs__length_9792	9793	1026377082
scaffold_group012	Scaffold_369__1_contigs__length_9791	9792	1026386874
scaffold_group012	Scaffold_370__1_contigs__length_9771	9772	1026396646
scaffold_group013	Scaffold_371__1_contigs__length_9770	9771	1026406417
scaffold_group013	Scaffold_372__1_contigs__length_9768	9769	1026416186
scaffold_group013	Scaffold_373__1_contigs__length_9767	9768	1026425954
scaffold_group013	Scaffold_374__1_contigs__length_9767	9768	1026435722
scaffold_group013	Scaffold_375__1_contigs__length_9752	9753	1026445475
scaffold_group013	Scaffold_376__1_contigs__length_9690	9691	1026455166
scaffold_group013	Scaffold_377__1_contigs__length_9667	9668	1026464834
scaffold_group013	Scaffold_378__1_contigs__length_9665	9666	1026474500
scaffold_group013	Scaffold_379__1_contigs__length_9654	9655	1026484155
scaffold_group013	Scaffold_380__1_contigs__length_9646	9647	1026493802
scaffold_group013	Scaffold_381__1_contigs__length_9641	9642	1026503444
scaffold_group013	Scaffold_382__1_contigs__length_9640	9641	1026513085
scaffold_group013	Scaffold_383__1_contigs__length_9621	9622	1026522707
scaffold_group013	Scaffold_384__1_contigs__length_9577	9578	1026532285
scaffold_group013	Scaffold_385__1_contigs__length_9574	9575	1026541860
scaffold_group013	Scaffold_386__1_contigs__length_9548	9549	1026551409
scaffold_group013	Scaffold_387__1_contigs__length_9540	9541	1026560950
scaffold_group013	Scaffold_388__1_contigs__length_9530	9531	1026570481
scaffold_group013	Scaffold_389__1_contigs__length_9488	9489	1026579970
scaffold_group013	Scaffold_390__1_contigs__length_9481	9482	1026589452
scaffold_group013	Scaffold_391__1_contigs__length_9474	9475	1026598927
scaffold_group013	Scaffold_392__1_contigs__length_9470	9471	1026608398
scaffold_group013	Scaffold_393__1_contigs__length_9460	9461	1026617859
scaffold_group013	Scaffold_394__1_contigs__length_9455	9456	1026627315
scaffold_group013	Scaffold_395__1_contigs__length_9422	9423	1026636738
scaffold_group013	Scaffold_396__1_contigs__length_9376	9377	1026646115
scaffold_group013	Scaffold_397__1_contigs__length_9365	9366	1026655481
scaffold_group013	Scaffold_398__1_contigs__length_9363	9364	1026664845
scaffold_group013	Scaffold_399__1_contigs__length_9360	9361	1026674206
scaffold_group013	Scaffold_400__1_contigs__length_9349	9350	1026683556
scaffold_group014	Scaffold_401__1_contigs__length_9302	9303	1026692859
scaffold_group014	Scaffold_402__1_contigs__length_9256	9257	1026702116
scaffold_group014	Scaffold_403__1_contigs__length_9248	9249	1026711365
scaffold_group014	Scaffold_404__1_contigs__length_9248	9249	1026720614
scaffold_group014	Scaffold_405__1_contigs__length_9206	9207	1026729821
scaffold_group014	Scaffold_406__1_contigs__length_9203	9204	1026739025
scaffold_group014	Scaffold_407__1_contigs__length_9189	9190	1026748215
scaffold_group014	Scaffold_408__1_contigs__length_9185	9186	1026757401
